"代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"300679","电连技术","2016-12-31T00:00:00","电子元件","319312237.83","-","-20.892","491818067.85","3.39225471526841","96826605.13","-","46.2497","48.01","289959470.63","0.287266""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002241","歌尔股份","2019-03-31T00:00:00","电子元件","5705494533.57","41.0248","-31.2816","7683183133.23","18.8056688995493","203227339.61","0.105647","1663.4551","16.7889","13376440314.59","0.358603"
"002241","歌尔股份","2018-12-31T00:00:00","电子元件","23750587785.28","-6.9922","18.247","22878931349.35","16.9476306429531","867722661.47","-0.594375","-97.1979","18.815","14552708984.98","0.248825"
"002241","歌尔股份","2017-12-31T00:00:00","电子元件","25536136274.87","32.3983","13.5955","24075745412.44","166.586926326177","2139226164.64","0.295326","13.112","22.0039","11653119719.97","-0.034031"
"002241","歌尔股份","2016-12-31T00:00:00","电子元件","19287807649.88","41.2403","10.2838","17373898336.26","24.7433553155869","1651496619.77","0.319991","9.4045","22.3911","12063660392.19","0.237175""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002870","香山股份","2019-03-31T00:00:00","仪器仪表","179814207.72","0.9357","-29.389","196473433.38","0.671747586906435","7338938.16","0.445676","-49.861","27.1921","196835461.41","-0.563393"
"002870","香山股份","2018-12-31T00:00:00","仪器仪表","937988325.3","0.9546","2.3263","989046974.51","4.10438776860365","38495133.39","-0.461528","44.139","28.9646","256564235.41","0.486339"
"002870","香山股份","2017-12-31T00:00:00","仪器仪表","929119063.18","12.2098","-5.9121","981341190.85","225.35776974543","71489595.08","-0.313431","-48.2938","29.9784","172614904.53","0.050856"
"002870","香山股份","2016-12-31T00:00:00","仪器仪表","828019408.58","2.8165","-3.2917","877434880.83","16.4692885199441","104125815.48","0.319471","18.7368","34.8485","164261234.18","-0.277074""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"603501","韦尔股份","2019-03-31T00:00:00","电子元件","723171168.41","-11.838","-14.9287","846077972.58","24.8582203264279","51068927.42","0.190972","147.6732","22.1092","3852339911.67","1.011997"
"603501","韦尔股份","2018-12-31T00:00:00","电子元件","3963509424.61","64.7401","-30.2074","4411089715.54","11.5887735021163","138804364.26","0.012016","-218.8405","23.4108","2955488671.47","0.808449"
"603501","韦尔股份","2017-12-31T00:00:00","电子元件","2405916266.81","11.3453","11.9337","2363894646.46","3.70808042861913","137156318","-0.032003","-11.4304","20.5354","1634267325.65","0.953063"
"603501","韦尔股份","2016-12-31T00:00:00","电子元件","2160769529.87","8.9498","-3.7402","2046277869.88","151.513891552517","141690919.38","0.228146","-5.9079","20.1168","836771485.48","0.025446""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"600536","中国软件","2019-03-31T00:00:00","软件服务","1007082826.38","78.1751","-51.399","855838668.07","2.35803299994236","-103474066.85","0.041294","-129.5259","28.021","3160419039.08","0.355407"
"600536","中国软件","2018-12-31T00:00:00","软件服务","4613161359.6","-6.6728","105.0924","4628699263.68","32.2249037117138","110809179.59","0.47946","2717.8477","39.0971","3103609851.66","0.129513"
"600536","中国软件","2017-12-31T00:00:00","软件服务","4942995517.06","9.1222","94.0373","5182516964.51","16.3292030058443","74898371.62","-0.267904","847.6023","38.1906","2747741662.4","-0.101926"
"600536","中国软件","2016-12-31T00:00:00","软件服务","4529778511.92","24.7738","148.5974","5170138292.52","65.2775761922591","102306766.53","0.731474","380.0843","39.1136","3059595450.8","0.129191""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002049","紫光国微","2019-03-31T00:00:00","电子元件","669142960.93","29.7976","-10.4925","512003801.04","1.7192017564334","67069015.34","0.415216","11.3515","27.0513","1852070808.46","0.141691"
"002049","紫光国微","2018-12-31T00:00:00","电子元件","2458423475.06","34.4065","13.6604","2392166344.4","35.6733792172089","347973762.41","0.243264","-64.1491","30.1475","1925100080.37","0.15103"
"002049","紫光国微","2017-12-31T00:00:00","电子元件","1829095734.96","28.9392","2.8329","1802578836.44","6.56411828562187","279887242.88","-0.167266","-25.3557","33.1375","1672502364.73","0.404545"
"002049","紫光国微","2016-12-31T00:00:00","电子元件","1418572250.23","13.5044","20.709","1354750689.28","83.0279445400456","336106379.14","0.001867","-52.5924","38.0188","1190778677.25","-0.003686""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002594","比亚迪","2019-03-31T00:00:00","汽车行业","30304111000","22.5024","-26.2196","26636297000","18.6596508114644","749732000","6.319814","-40.1718","19.0473","136680075000","0.120837"
"002594","比亚迪","2018-12-31T00:00:00","汽车行业","130054707000","22.7919","17.924","103812991000","46.8659881730105","2780194000","-0.316314","19.5798","16.4003","133877098000","0.133189"
"002594","比亚迪","2017-12-31T00:00:00","汽车行业","105914702000","2.3627","10.6819","94340585000","59.8091653141959","4066478000","-0.1951","19.3278","19.0146","118141943000","0.317645"
"002594","比亚迪","2016-12-31T00:00:00","汽车行业","103469997000","29.323","10.1406","87581417000","81.1643221943482","5052154000","0.789361","-1.1679","20.3625","89661415000","0.128434""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"000858","五粮液","2019-03-31T00:00:00","酿酒行业","17590253203.22","26.5699","63.1764","17697564959.4","2.25969527244799","6475113303.33","0.302574","66.4626","75.7827","22522102555.95","0.139805"
"000858","五粮液","2018-12-31T00:00:00","酿酒行业","40030189599.87","32.6083","37.6901","46031388431.46","5.50072156398025","13384246683.6","0.383568","63.153","73.8028","20974826391.98","0.290894"
"000858","五粮液","2017-12-31T00:00:00","酿酒行业","30186780409.14","22.9915","29.1469","35753619516.24","6.03346438190993","9673721498.15","0.425849","35.9061","72.0073","16248301030.25","0.163206"
"000858","五粮液","2016-12-31T00:00:00","酿酒行业","24543792660.59","13.3176","54.0086","33044819191.48","3.96138792298426","6784533260.36","0.098511","38.5937","70.1992","13968547373.5","0.703175""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"600009","上海机场","2019-03-31T00:00:00","民航机场","2774401240.91","21.6444","14.9949","2605636968.08","30.3510619987844","1391195568.78","0.366715","27.5282","55.2394","2136054998.45","0.176136"
"600009","上海机场","2018-12-31T00:00:00","民航机场","9313114686.74","15.5132","0.692","9491124913.54","6136.0838998318","4231432034.89","0.148782","-2.5107","51.6881","2294221760.36","0.110129"
"600009","上海机场","2017-12-31T00:00:00","民航机场","8062379029.93","15.9808","-2.7236","8199937805.58","6.8200753716251","3683408499.86","0.312854","-0.5056","49.8173","2066626537.28","-0.521558"
"600009","上海机场","2016-12-31T00:00:00","民航机场","6951474481.18","10.5972","-6.023","7009478942.84","15.6716666173272","2805650702.03","0.108325","0.3982","45.1319","4319493266","-0.12591""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002384","东山精密","2019-03-31T00:00:00","金属制品","4491817871.77","26.4416","-30.0215","5852932134.47","147.504879881038","198963755.25","0.313884","48.7916","15.332","20238977725.3","0.306154"
"002384","东山精密","2018-12-31T00:00:00","金属制品","19825420035.39","28.8238","3.6157","17127488692.98","78.4536395938725","811062388.75","0.541376","-67.9551","15.9569","22699973145.26","0.585084"
"002384","东山精密","2017-12-31T00:00:00","金属制品","15389565629.62","83.1372","14.8859","13508928053.79","52.4960824485493","526193565.83","2.648783","-38.0809","14.3249","14320993980.88","0.155656"
"002384","东山精密","2016-12-31T00:00:00","金属制品","8403297216.84","110.4574","18.9","7680688842.23","13.5735234790749","144210721.03","3.547252","26.6617","12.0887","12392086568.61","1.954572""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002119","康强电子","2019-03-31T00:00:00","电子元件","316893108.76","-7.1949","-6.4829","244972581.32","5.74724925125536","26160028.11","0.493089","79.3189","19.0452","861639818.99","0.04965"
"002119","康强电子","2018-12-31T00:00:00","电子元件","1482897034.3","13.7524","-15.4301","1314356080.97","51.9244344264652","80236613.36","0.253644","-44.0985","20.2537","870363448.42","0.013561"
"002119","康强电子","2017-12-31T00:00:00","电子元件","1303618061.94","8.9294","4.9994","1314351856.97","45.7397808370231","64002727.4","0.46735","-65.5922","21.0536","858718611.12","0.029869"
"002119","康强电子","2016-12-31T00:00:00","电子元件","1196754513.55","17.2101","-12.8457","1197904055.29","24.6948651602855","43617898.34","1.761491","-19.0065","19.6935","833813382.1","0.148804""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002203","海亮股份","2019-03-31T00:00:00","有色金属","8464618690.85","-9.8078","-1.9141","8833017484.84","5.53308347290201","300152440.11","0.198253","37.9324","7.3925","13577166671.79","0.17055"
"002203","海亮股份","2018-12-31T00:00:00","有色金属","40698339575.21","36.0539","-27.466","45444051695.42","69.187892232319","908793300.88","0.288462","54.865","5.833","10827178912.42","0.109533"
"002203","海亮股份","2017-12-31T00:00:00","有色金属","29913395727.94","66.189","0.3743","32303590746.65","41.3709196296384","705332026.6","0.279517","-24.5699","6.0382","9758317112.81","0.202439"
"002203","海亮股份","2016-12-31T00:00:00","有色金属","17999619717.57","32.1913","-3.0178","18305462355.19","102.710467140992","551248526.37","0.207051","52.1838","7.9853","8115435446.97","0.595519""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"300394","天孚通信","2019-03-31T00:00:00","通讯行业","111909251.16","12.993","-5.4577","124366716.3","3.67419264925174","33874355.09","0.235294","-23.6481","55.0821","128207903.93","0.335273"
"300394","天孚通信","2018-12-31T00:00:00","通讯行业","442889123.36","31.0352","0.9048","429051732.22","2.40806870668305","135532003.56","0.218433","20.4596","51.2742","123099100.63","0.5579"
"300394","天孚通信","2017-12-31T00:00:00","通讯行业","337992404.01","9.0133","7.4542","351667326.73","3.33957953090175","111234679.39","-0.085074","15.6943","55.5284","79016055.19","0.341311"
"300394","天孚通信","2016-12-31T00:00:00","通讯行业","310047077.82","30.8045","5.2253","293694446.26","3.56690024022461","121577742.89","0.17733","14.5961","61.7441","58909564.95","0.945341""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"300308","中际旭创","2019-03-31T00:00:00","机械行业","875646836.85","-37.3911","-8.1643","917941653.42","0.688871801255792","99499938.81","-0.326641","-29.7527","28.1059","3074596949.79","-0.104238"
"300308","中际旭创","2018-12-31T00:00:00","机械行业","5156314239.9","118.7582","-30.7689","5485930205.27","39.5488315938628","623115980.05","2.858174","-13.9318","27.2742","3303719361.61","-0.131552"
"300308","中际旭创","2017-12-31T00:00:00","机械行业","2357083470.26","1690.8195","13.914","2265040153.19","2.60677220157892","161505416.37","15.063587","-71.2253","26.7948","3804164432.84","48.811494"
"300308","中际旭创","2016-12-31T00:00:00","机械行业","131620384.91","8.4099","88.7379","148375357.91","3.03162907751638","10054131.54","0.797316","603.7558","30.5592","76371217.32","-0.179725""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"601633","长城汽车","2019-03-31T00:00:00","汽车行业","22627226455.43","-14.8485","-30.5595","28187004575.04","712.372731118398","773283049.9","-0.628406","-39.623","13.7237","57891058672.88","-0.00525"
"601633","长城汽车","2018-12-31T00:00:00","汽车行业","99229987202.2","-1.9171","81.3655","126174840593.43","45.5419065064427","5207313967.76","0.035808","455.0221","16.686","59111823806.94","-0.035525"
"601633","长城汽车","2017-12-31T00:00:00","汽车行业","101169488827.86","2.5896","70.2096","118613788260.6","60.7576222305694","5027297997.74","-0.523531","367.1958","18.4341","61289112131.14","0.363328"
"601633","长城汽车","2016-12-31T00:00:00","汽车行业","98615702427.24","29.7009","61.4259","99640709467.75","175.881865589519","10551158884.21","0.309185","46.4128","24.4642","44955516048.5","0.341007""代码","名称","报告期","行业","营业总收入(元)","同比增长(%)","季度环比增长(%)","销售商品、提供劳务收到的现金","销售商品、提供劳务收到的现金占比","净利润(元)","净利润同比(%)","季度环比增长(%)","销售毛利率(%)","总负债(元)","总负债同比(%)"
"002916","深南电路","2019-06-30T00:00:00","电子元件","4791542068.44","47.8982","21.5362","4378263405.1","19.4297458001024","471042754.69","0.680172","52.207","23.7976","5383895178.42","0.224373"
"002916","深南电路","2019-03-31T00:00:00","电子元件","2162870945.88","46.3899","-4.5232","1890058059.31","17.1080982827053","186768322.15","0.595425","-16.7415","23.5394","4941019297.92","0.231086"
"002916","深南电路","2018-12-31T00:00:00","电子元件","7602141701.41","33.6772","8.0251","7080959357.39","7.50722561138899","697252358.02","0.556081","16.4864","23.1296","4801608898.55","0.123099"
"002916","深南电路","2017-12-31T00:00:00","电子元件","5686939441.08","23.6694","-0.8306","5404536230.42","3.83841643798639","448082267.22","0.634357","25.6864","22.401","4275319502.96","0.200214"
"002916","深南电路","2016-12-31T00:00:00","电子元件","1287394591.94","-","2.2279","1013573048.86","4.6056308962642","101678062.02","-","50.517","23.8732","3562130018.63","0.043487"
